 latitude longitude depth year month day hour minute second magnitude
 31.215062  103.764937    20.721   2008  5 16  2 25 18.220 3.4 
 31.702081  104.103169    14.690   2008  5 16  2 34 35.680 3.7 
 32.424454  105.122639    14.517   2008  5 16  2 44 40.880 2.7 
 31.566753  104.024892    15.921   2008  5 16  2 47  2.570 2.5 
 31.274507  103.751528    18.917   2008  5 16  2 54  4.010 2.5 
 31.435595  103.991230    17.920   2008  5 16  3 34 29.450 5.1 
 30.944420  103.112437    17.918   2008  5 16  4 45 11.690 2.6 
 32.365605  105.033649    17.874   2008  5 16  5 43 34.180 3.5 
 32.388873  105.067806    13.837   2008  5 16  6  3  4.050 3.3 
 31.844169  104.350232    11.706   2008  5 16  8 26  5.650 3.7 
 31.276748  103.844238    15.865   2008  5 16  8 31 47.220 3.1 
 31.436425  104.296684    19.351   2008  5 16  8 37 29.530 3.7 
 31.540640  103.703242    41.417   2008  5 16  8 57 23.990 3.0 
 31.487167  103.681022    42.242   2008  5 16  9 38 27.460 3.6 
 31.255612  103.790040     0.962   2008  5 16  9 56  0.250 3.3 
 31.277488  103.749761    18.497   2008  5 16 10 32 44.220 3.3 
 31.170990  103.658266    18.645   2008  5 16 10 41 38.250 3.5 
 31.299287  103.669706    20.168   2008  5 16 10 51 47.700 4.7 
 32.621916  105.378416    13.871   2008  5 16 11  9 18.790 2.5 
 32.301503  104.978216    15.827   2008  5 16 11 15  7.890 3.0 
 31.195178  103.752882    19.636   2008  5 16 11 34 15.840 2.8 
 31.427163  104.285574    19.063   2008  5 16 11 35 16.780 3.4 
 30.963021  103.354905    11.960   2008  5 16 11 42 52.930 2.6 
 32.337425  105.010280    19.186   2008  5 16 11 45  0.090 3.1 
 32.262129  105.016958    18.154   2008  5 16 11 54 20.910 3.0 
 31.230152  103.493394    17.128   2008  5 16 11 56 56.530 3.1 
 30.765905  103.292483    13.474   2008  5 16 11 58  9.720 3.0 
 31.662117  104.109938    13.902   2008  5 16 13  6 49.600 3.7 
 31.913533  104.274230    16.666   2008  5 16 13 21 13.810 4.2 
 31.467401  103.968236    18.163   2008  5 16 13 31 33.630 3.3 
 31.441248  103.883375    12.822   2008  5 16 15 21  8.120 3.8 
 31.139931  103.453580    18.825   2008  5 16 16 14 45.460 5.3 
 31.294978  103.685995    16.436   2008  5 16 18 36 32.440 2.9 
 31.683690  104.171095    13.807   2008  5 16 18 47 43.370 3.5 
 32.246733  104.954706    16.340   2008  5 16 19  9 24.850 3.2 
 31.291408  103.501918     4.651   2008  5 16 19 25  4.420 3.0 
 32.672373  105.412902    18.646   2008  5 16 20  0 12.240 4.3 
 32.269319  104.885225    18.158   2008  5 16 20 15 24.360 4.4 
 31.273005  103.472067    16.856   2008  5 16 20 16 53.110 5.4 
 31.344396  103.322606    13.335   2008  5 16 20 29  6.190 4.7 
 31.557689  104.053446    16.322   2008  5 16 20 42  7.330 2.9 
 30.989149  103.152059     3.887   2008  5 16 21 56 40.360 2.5 
 32.667090  105.447534    11.848   2008  5 16 22  0 30.770 3.2 
 30.973294  103.217140    17.741   2008  5 16 22 13 10.780 2.9 
 32.219771  104.945948    20.428   2008  5 16 22 30 42.390 3.4 
 32.277981  105.010144    15.296   2008  5 16 22 33 11.120 4.4 
 31.236374  103.631364    15.127   2008  5 16 22 54 32.410 3.5 
 32.434558  105.162710    15.532   2008  5 16 22 57 20.660 3.9 
 31.118041  103.744787    20.544   2008  5 16 23  0 26.790 3.8 
 31.868450  104.469830    11.801   2008  5 16 23 19 52.810 3.3 
 31.283274  103.752948    15.906   2008  5 16 23 23  9.400 4.5 
 31.267827  103.761640    19.151   2008  5 16 23 23  9.510 4.1 
 31.959621  104.554591    12.760   2008  5 16 23 40 33.050 3.1 
 32.201384  104.827954    14.994   2008  5 16 23 45 57.700 2.8 
 31.218073  103.619154    17.510   2008  5 16 23 48 26.140 3.5 
 31.477480  103.969404    18.711   2008  5 17  0 29  3.320 4.6 
 30.996586  103.140549    19.426   2008  5 17  0 54 13.540 4.0 
 31.971997  104.502523     8.044   2008  5 17  1 45 47.920 3.3 
 31.317997  103.805401    19.392   2008  5 17  2 34 24.990 2.7 
 32.270889  104.903335    21.173   2008  5 17  2 41 36.040 2.1 
 30.981331  103.435664    18.068   2008  5 17  2 45  4.140 3.9 
 31.155279  103.490605    13.427   2008  5 17  3 55  8.730 3.1 
 32.044024  104.437832    16.036   2008  5 17  4  2 16.720 3.0 
 31.204060  103.608161    17.228   2008  5 17  5  3 40.030 3.3 
 32.271149  105.023697    18.327   2008  5 17  5  6 22.780 3.0 
 31.141958  103.552965    14.718   2008  5 17  5 28 14.300 3.1 
 32.229275  104.893413    18.478   2008  5 17  5 38 58.290 3.0 
 31.412308  103.845158    15.066   2008  5 17  5 40 42.690 3.1 
 31.168672  103.493096    11.942   2008  5 17  5 49  2.990 3.3 
 31.028079  103.281826    14.722   2008  5 17  6  3 22.410 2.9 
 30.990696  103.288011    10.293   2008  5 17  6 15 58.010 3.4 
 32.266862  104.999125    14.122   2008  5 17  6 19 56.680 2.8 
 31.984975  104.395969    12.960   2008  5 17  7 38 45.750 4.3 
 31.591224  104.149614     9.360   2008  5 17 10 48 27.560 4.1 
 32.193825  104.924722     2.362   2008  5 19 17 52 35.830 5.7 
 31.617799  103.246108    15.326   2008  5 20  2  4 21.390 3.6 
 31.047857  103.321843     9.782   2008  5 20  2 15 36.680 3.4 
 32.267179  104.934682    16.322   2008  5 20  6  5 18.980 3.2 
 32.230411  104.865779    12.495   2008  5 20 16 43 47.250 3.5 
 31.157937  103.665994    15.846   2008  5 20 17 23 51.000 3.3 
 30.995264  103.210521    14.113   2008  5 20 17 48 27.880 3.2 
 31.311549  103.871740    17.017   2008  5 20 17 56 56.360 3.0 
 32.371878  105.079268    16.185   2008  5 20 18  5 17.670 2.7 
 32.354189  105.050503    17.588   2008  5 20 19  5 12.800 3.2 
 31.025220  103.356324     4.530   2008  5 20 20 23 16.000 3.5 
 31.222892  103.633732    16.395   2008  5 20 23 24 52.950 2.7 
 31.303209  103.824276    15.293   2008  5 20 23 36 28.440 2.8 
 31.261612  103.734558    18.512   2008  5 21  1 15 29.110 3.0 
 31.281141  103.507172    15.708   2008  5 21  1 27  7.080 3.6 
 32.437550  105.106751    17.681   2008  5 21  2 29  7.990 2.8 
 31.173438  103.604150    15.669   2008  5 21  2 56  9.430 3.2 
 32.237514  105.003774    17.128   2008  5 21  3 52 44.540 3.6 
 31.780160  104.317817    10.725   2008  5 21  5 10 19.710 3.4 
 32.517292  105.054556    18.116   2008  5 21  5 57 52.320 2.9 
 32.385742  105.108700    16.101   2008  5 21  6 55 57.400 2.9 
 32.223469  104.997974    15.338   2008  5 21  7 12  6.310 3.4 
 32.522192  105.237148    19.319   2008  5 21  7 27 18.710 3.1 
 30.887755  103.223665    24.155   2008  5 21  7 32 40.230 3.0 
 32.099080  104.614154    16.482   2008  5 21  7 53 38.820 2.8 
 31.236126  103.761766    19.182   2008  5 21  8  8 13.250 2.7 
 32.265318  104.924388    20.160   2008  5 21  8  8 21.620 3.4 
 31.369282  103.298806    16.990   2008  5 21  8 40 55.230 4.1 
 30.819236  103.713957    10.582   2008  5 21  8 56 48.090 2.8 
 31.739487  104.212820    14.084   2008  5 21  9 25  3.850 2.4 
 32.719201  105.336371    34.768   2008  5 21 10 47 41.860 3.2 
 31.349921  103.898157    19.841   2008  5 21 10 52 39.060 3.8 
 32.535077  105.254447    20.740   2008  5 21 11 55 44.720 2.7 
 30.898739  103.370648    15.272   2008  5 21 13 25 10.210 3.1 
 31.553910  104.336539    16.825   2008  5 21 13 47 22.950 3.0 
 31.503468  103.693753    43.514   2008  5 21 13 59 10.480 4.5 
 31.394958  103.873970    17.856   2008  5 21 13 59 10.520 4.5 
 31.111248  103.306887    19.830   2008  5 21 14  6 13.750 3.7 
 31.326379  103.351196    15.012   2008  5 21 14 58  1.490 3.5 
 31.146629  103.403498    17.375   2008  5 21 15  9  0.790 3.7 
 31.839741  104.417116    13.584   2008  5 21 15 20 34.120 3.7 
 31.233278  103.767163    20.598   2008  5 21 15 28 44.940 2.6 
 32.369384  105.086785    18.721   2008  5 21 15 29 57.400 4.7 
 32.255182  104.901098    17.030   2008  5 21 16 31 25.470 3.6 
 32.195870  104.760974    17.174   2008  5 21 20 36 29.550 5.0 
 30.952044  103.219704    18.923   2008  5 22 16  6 20.400 2.5 
 32.050899  104.578817    13.450   2008  5 22 16 25 23.320 2.8 
 30.664384  103.244309     7.662   2008  5 22 16 33 12.270 2.3 
 31.573360  104.210554    11.847   2008  5 22 16 40 26.920 2.7 
 31.271620  103.633351     9.368   2008  5 22 16 48 58.920 2.6 
 30.806986  103.271954    13.647   2008  5 22 17  9  1.090 2.8 
 31.230302  103.637443    18.612   2008  5 22 17 37 39.780 4.9 
 31.219634  103.629723    17.676   2008  5 22 17 48 13.090 3.0 
 31.714010  104.287280    16.132   2008  5 22 18  6 31.720 2.9 
 31.725639  104.274357    13.585   2008  5 22 18 13 40.610 2.7 
 32.268480  104.930029    16.445   2008  5 22 18 44 45.330 3.2 
 31.114243  103.686833    17.228   2008  5 22 18 46 39.270 3.3 
 31.314016  103.674708    20.698   2008  5 22 18 49 49.750 2.8 
 30.946462  103.167775    14.925   2008  5 22 18 57 19.530 2.9 
 31.253540  103.511358    16.824   2008  5 22 19 50 11.550 3.3 
 31.880118  104.472753    13.466   2008  5 22 19 58 51.920 4.0 
 31.242035  103.589369    16.472   2008  5 22 23 14  3.810 3.1 
 32.365975  105.085999     6.364   2008  5 22 23 35 50.190 2.4 
 31.140853  103.599271    17.619   2008  5 23  0  5  7.070 4.9 
 31.152759  103.600235    17.054   2008  5 23  0  5  7.010 4.7 
 31.518601  104.033517    12.455   2008  5 23  0 31 22.130 2.8 
 31.196406  103.500081    17.096   2008  5 23  1 23 30.610 4.3 
 32.169536  104.723133    16.270   2008  5 23  2 20 33.050 2.4 
 30.865138  103.680093     9.721   2008  5 23  2 29  4.370 2.1 
 30.992810  103.327133    19.363   2008  5 23  2 32 32.990 2.6 
 31.151057  103.587947    15.003   2008  5 23  2 42  5.240 2.4 
 31.208030  103.681434    18.404   2008  5 23  3  9 18.290 3.4 
 32.271604  104.926973    17.514   2008  5 23  3 41 26.680 3.9 
 32.371938  105.094461    15.246   2008  5 23  3 51 39.100 3.0 
 32.362110  105.058080    16.085   2008  5 23  3 59 11.430 2.6 
 32.327319  105.005288    18.046   2008  5 23  4  7 42.740 3.7 
 32.318912  105.001378    17.529   2008  5 23  4  7 42.810 3.9 
 31.225023  103.599255    14.911   2008  5 23  5  0 35.190 2.9 
 32.373952  104.970997    15.886   2008  5 23  5  6 36.420 2.8 
 31.390774  103.912490    19.439   2008  5 23  5 12 46.540 2.8 
 32.371168  105.066996    15.404   2008  5 23  5 16 16.680 2.6 
 31.083054  103.461589    14.441   2008  5 23  5 40 38.310 2.6 
 31.138695  103.601190    16.742   2008  5 23  5 58 38.600 2.7 
 32.394532  105.083068    16.464   2008  5 23  6 15  4.830 3.0 
 32.837536  105.786916    10.602   2008  5 23  6 19 34.240 3.6 
 32.483836  105.211323    15.011   2008  5 23  6 30 34.220 3.1 
 31.235779  103.647808    17.380   2008  5 23  6 32 39.160 2.2 
 31.397378  103.904442    19.147   2008  5 23  6 58 10.880 2.5 
 32.240031  104.943293    13.786   2008  5 23  8  7 26.880 2.6 
 32.562361  105.303253    14.655   2008  5 23  8 15 17.050 2.8 
 31.383344  103.263951    13.809   2008  5 23  8 31  0.250 3.3 
 31.540810  104.045061    13.678   2008  5 23  8 47  2.960 3.1 
 31.236010  103.739819    22.518   2008  5 23  8 57 14.990 2.4 
 31.457367  103.949740    14.898   2008  5 23  9  1 38.880 3.1 
 32.276728  104.934860    17.081   2008  5 23  9  6 42.890 2.7 
 32.247850  105.007253    15.210   2008  5 23  9 13 57.310 2.5 
 31.435858  103.939481    18.826   2008  5 23  9 25 18.910 2.8 
 31.159818  103.593309    14.695   2008  5 23  9 58 43.850 2.8 
 30.905527  103.281662    12.782   2008  5 23 10  2 21.720 3.0 
 32.258576  104.884553    16.102   2008  5 23 10 23 23.060 2.2 
 31.792711  104.014223    16.696   2008  5 23 10 33 44.310 3.3 
 31.245843  103.820291    15.687   2008  5 23 10 37 13.020 3.4 
 32.189858  104.591254    16.807   2008  5 23 10 37 52.110 3.2 
 30.964180  103.417376    19.556   2008  5 23 11 27 28.530 3.2 
 31.477301  104.304780    19.915   2008  5 23 13 10 10.210 2.6 
 31.120547  103.530830    13.637   2008  5 23 13 18 49.910 2.5 
 31.070885  103.287706    12.182   2008  5 23 13 21 22.150 3.1 
 32.164219  104.577217    12.787   2008  5 23 13 38 33.750 3.8 
 32.161845  104.568643    14.318   2008  5 23 13 38 33.940 3.7 
 32.520607  105.298587    17.560   2008  5 23 13 42 25.600 2.6 
 31.031294  103.397819    15.197   2008  5 23 13 42 51.350 2.3 
 30.991793  103.249753    19.133   2008  5 23 13 52 23.770 2.4 
 31.305957  103.561384    11.271   2008  5 23 14  8 29.360 2.9 
 31.181550  103.543377     8.819   2008  5 23 14 16 36.190 3.2 
 32.328499  105.005399    17.143   2008  5 23 14 59 21.870 3.3 
 30.976532  103.288081    16.815   2008  5 23 15 47 52.970 2.1 
 31.389644  103.911169    16.885   2008  5 23 15 51  3.540 3.8 
 32.286350  104.949047    16.699   2008  5 24 17  1 38.000 3.4 
 32.307533  105.056053    16.481   2008  5 24 17 20  8.070 2.3 
 30.879186  103.342328    15.009   2008  5 24 17 45 17.650 3.0 
 31.405863  103.949728    22.391   2008  5 24 17 58 27.170 3.3 
 31.836426  104.367048    11.681   2008  5 24 19 37 54.870 3.8 
 31.832245  104.364884    12.031   2008  5 24 19 37 54.810 4.2 
 32.281176  104.948780    16.995   2008  5 24 20  2  8.780 3.1 
 31.388793  103.918084    20.375   2008  5 24 20 14 39.640 2.2 
 31.538038  104.103076    12.884   2008  5 24 20 45  4.550 2.5 
 30.904417  103.227386    13.530   2008  5 24 20 50  8.400 2.6 
 31.247274  103.812181    18.314   2008  5 24 21 13  0.890 2.7 
 31.655884  104.125520    14.266   2008  5 24 21 25  8.860 2.1 
 32.081706  104.506231    14.531   2008  5 24 21 43 52.320 3.2 
 32.297749  104.987044    15.374   2008  5 24 21 58  3.980 2.5 
 32.308107  104.973519    16.328   2008  5 24 22 42 16.160 2.3 
 30.998282  103.306549    18.842   2008  5 24 23  1 12.520 2.5 
 32.279409  104.931144    12.559   2008  5 24 23  8 55.670 2.6 
 31.012939  103.265467    16.185   2008  5 24 23 23 56.300 2.4 
 31.757772  104.307796    13.188   2008  5 24 23 38 40.270 3.6 
 31.750632  104.318820    14.580   2008  5 25  0  9 55.720 2.6 
 31.165041  103.441309    10.779   2008  5 25  1 51 12.030 3.3 
 32.079022  104.652329    14.944   2008  5 25  2 28 45.030 2.3 
 32.661033  105.436774    13.084   2008  5 25  2 58  0.000 2.9 
 31.084647  103.572537    11.160   2008  5 25  3 32 31.880 2.9 
 31.711599  104.276457    11.621   2008  5 25  3 43 40.260 3.6 
 31.715991  104.260003     8.135   2008  5 25  3 43 40.240 3.8 
 30.868892  103.168556    15.937   2008  5 25  3 45 55.660 2.7 
 31.216221  103.671700    17.157   2008  5 25  3 58 48.950 2.8 
 31.548298  103.969230    18.389   2008  5 25  5 48 45.880 3.4 
 31.093718  103.593759    13.390   2008  5 25  5 50 19.570 2.7 
 30.942766  103.199551    15.839   2008  5 25  6 24 40.770 2.5 
 31.255111  103.657168    16.563   2008  5 25  6 29 49.290 2.1 
 32.274764  104.939670    17.003   2008  5 25  6 40 30.810 3.6 
 31.164035  103.564985    23.618   2008  5 25  6 57 33.090 3.1 
 32.274770  104.864819    14.834   2008  5 25  6 57 51.270 2.9 
 31.113561  103.462695    16.578   2008  5 25  7  1 44.490 3.1 
 32.484477  105.129577    18.214   2008  5 25  7  6 37.340 3.0 
 30.785471  103.281044    13.798   2008  5 25  7 39 33.760 2.5 
 32.309114  104.971399    17.420   2008  5 25  7 51 22.790 2.2 
 31.176964  103.722027    17.250   2008  5 25  8 12 27.180 3.4 
 31.177500  103.730822    15.705   2008  5 25  8 12 27.330 3.3 
 32.542294  105.342709     9.486   2008  5 25  8 21 52.400 6.3 
 32.379346  105.149645    16.929   2008  5 25  8 37 47.510 2.9 
 31.291366  103.756111    18.456   2008  5 25  8 38 47.780 4.1 
 31.228957  103.601922    16.941   2008  5 25  8 51 38.630 2.7 
 32.608901  105.391518    16.079   2008  5 25  9  3 39.340 2.4 
 31.318931  103.774288    18.780   2008  5 25  9 11 54.850 2.4 
 31.416265  103.943700    13.414   2008  5 25  9 17 24.440 3.7 
 32.352831  104.800489    18.319   2008  5 25  9 57 13.280 4.0 
 31.347461  103.192081    11.936   2008  5 25 10  5 52.540 2.4 
 32.326667  104.987327    14.174   2008  5 25 10 20 24.990 2.8 
 32.604584  105.414796    18.475   2008  5 25 10 31 31.770 2.7 
 32.405210  105.090742    17.194   2008  5 25 10 55 40.210 2.1 
 32.134949  104.580121    15.896   2008  5 25 11 11 39.630 2.9 
 31.642217  103.882438    20.038   2008  5 25 11 25 31.360 2.7 
 32.064594  104.626066    13.457   2008  5 25 11 37  3.060 2.7 
 32.312874  104.980508    20.129   2008  5 25 11 42 33.220 2.2 
 30.842455  103.119221    16.615   2008  5 25 11 52 30.020 2.4 
 31.403119  103.920260    18.366   2008  5 25 11 56 36.420 3.2 
 31.089023  103.323912    18.309   2008  5 25 12 23 56.750 2.5 
 32.368250  105.064266    17.038   2008  5 25 12 26 41.140 3.3 
 31.316493  103.430139    15.762   2008  5 25 12 31 38.380 3.0 
 32.598555  105.389672    19.084   2008  5 25 12 39 24.420 2.4 
 30.938560  103.412568    16.458   2008  5 25 13 28 32.860 2.4 
 32.076423  104.566344    12.958   2008  5 25 13 47 52.940 2.3 
 31.285330  103.460028    17.728   2008  5 25 14  9 28.260 2.4 
 31.590094  104.094340    12.905   2008  5 25 14 18  8.390 2.8 
 30.833521  103.311944    15.499   2008  5 25 14 20 58.510 2.8 
 32.316772  105.001569    18.448   2008  5 25 14 28 49.920 3.4 
 31.795645  104.174940    16.137   2008  5 25 14 50 21.620 2.9 
 31.572362  104.006728    18.746   2008  5 25 18 16 34.090 2.3 
 31.151243  103.490061    16.403   2008  5 25 18 40 12.580 2.2 
 31.279738  103.374114    15.279   2008  5 25 18 48 42.660 2.8 
 32.570646  105.287150    15.356   2008  5 25 19 43 52.110 2.7 
 31.689180  104.129130    15.209   2008  5 25 23  5 30.120 3.0 
 30.789995  103.274732    10.917   2008  5 25 23 19 37.240 2.8 
 31.222377  103.586136    22.344   2008  5 25 23 23 20.140 2.2 
 32.319463  104.978815    19.326   2008  5 25 23 42  0.640 2.8 
 32.271770  104.875993    19.563   2008  5 25 23 45 14.220 2.7 
 32.401433  105.134494    16.876   2008  5 25 23 47 22.670 4.1 
 30.943319  103.430850    15.181   2008  5 25 23 57 45.410 2.8 
 31.304392  103.889139    19.106   2008  5 26  0 10 49.060 2.8 
 31.784808  104.354978    13.933   2008  5 26  0 19 13.810 3.1 
 32.203597  104.768911    15.575   2008  5 26  0 28 55.310 2.0 
 30.778705  103.293607    14.420   2008  5 26  0 39 49.950 4.8 
 30.794665  103.291326    16.023   2008  5 26  0 39 49.820 4.7 
 31.223693  103.504131    13.625   2008  5 26  1 45  5.400 2.4 
 31.587235  104.061068    15.987   2008  5 26  4 18 39.870 2.9 
 31.456924  104.022324    16.398   2008  5 26  4 40 38.800 2.6 
 31.465148  104.020508    20.169   2008  5 26  4 40 38.910 2.4 
 32.332255  104.971286    12.592   2008  5 26  4 53 33.240 2.1 
 31.016385  103.354910    13.221   2008  5 26  4 56 42.310 2.9 
 31.210687  103.667993     9.521   2008  5 26  5  7 19.020 2.7 
 31.272174  103.559236    16.145   2008  5 26  5  8 41.080 3.0 
 31.937863  104.201853    11.417   2008  5 26  5 16 32.050 2.2 
 32.334924  105.058757    17.956   2008  5 26  5 39  8.030 2.3 
 31.190713  103.456057    12.026   2008  5 26  5 40 25.580 2.7 
 32.545184  105.334706    16.007   2008  5 26  6 13 17.350 3.1 
 32.508050  105.218975    18.085   2008  5 26  6 37 57.550 3.6 
 31.154739  103.319503    20.333   2008  5 26  9  6 10.560 3.1 
 31.280920  103.201286    14.364   2008  5 26  9 42 58.340 2.1 
 30.836596  103.433641     6.792   2008  5 26  9 53  1.560 2.4 
 31.900787  104.310111    13.163   2008  5 26 10 12 14.310 3.2 
 31.135855  103.506611    17.477   2008  5 26 10 32 15.940 4.2 
 31.314888  103.891608    18.841   2008  5 26 10 52 46.430 3.5 
 31.261931  103.776244    17.537   2008  5 26 14  1 23.020 2.2 
 32.029169  104.577319    13.816   2008  5 26 14 34 21.300 2.6 
 30.817667  103.283960    15.752   2008  5 26 14 34 53.730 2.6 
 31.847495  104.305654    10.785   2008  5 26 14 43 58.890 2.2 
 31.284775  103.841644    18.626   2008  5 26 15  5 52.840 3.0 
 32.041706  104.405412    16.046   2008  5 26 15 15 10.350 2.2 
 30.993963  103.264776    14.782   2008  5 26 15 17  0.900 2.1 
 31.735177  104.277176    11.258   2008  5 26 15 28 44.090 3.0 
 31.541705  104.095241    15.526   2008  5 26 15 52  2.810 3.7 
 31.214452  103.669162    17.680   2008  5 26 15 56 16.660 2.0 
 31.214579  103.666379    17.534   2008  5 26 16 18 34.920 3.3 
 31.035396  103.294682    13.492   2008  5 26 16 47 56.980 2.7 
 30.841220  103.285531    19.326   2008  5 26 16 57 14.240 2.9 
 32.174677  104.644819    16.109   2008  5 26 17 11  2.510 3.7 
 32.123490  104.589983    14.367   2008  5 26 17 16 29.000 2.8 
 32.219896  104.830332    16.282   2008  5 26 17 36 29.970 2.1 
 30.965660  103.360583    14.236   2008  5 26 17 47 43.910 3.2 
 31.260792  103.561315    16.488   2008  5 26 17 53 14.030 2.1 
 32.329874  105.064018    18.490   2008  5 26 17 54 55.560 2.4 
 30.806880  103.252619    12.604   2008  5 26 18  6 52.880 2.3 
 32.388584  105.101296    13.921   2008  5 26 18 11 31.390 2.6 
 31.302570  103.797979    16.066   2008  5 26 18 15 58.900 2.6 
 31.359192  103.830639    19.314   2008  5 26 18 28  2.630 3.2 
 31.095628  103.609699    13.427   2008  5 26 18 47 54.150 2.4 
 32.248336  105.189141    54.318   2008  5 26 18 58  7.030 2.6 
 30.998359  103.305672    13.858   2008  5 26 19 48 34.340 2.5 
 32.500584  105.221759    16.933   2008  5 26 20  6 31.290 3.1 
 30.965903  103.254490    13.107   2008  5 26 20 31  1.880 3.1 
 32.264679  104.943776    16.793   2008  5 26 20 34 52.110 3.1 
 32.367593  105.039175    19.924   2008  5 26 20 42  4.010 3.7 
 31.179114  103.685164    16.776   2008  5 26 21 52 19.380 3.0 
 31.311827  103.431814    15.192   2008  5 26 22 20  6.410 3.0 
 31.006816  103.243539    17.537   2008  5 26 23  1 29.440 4.0 
 31.340926  103.904154    19.960   2008  5 26 23 22  7.790 4.2 
 31.356100  103.845545    18.335   2008  5 26 23 59 13.200 3.1 
 31.209226  103.641078    17.774   2008  5 27  3 16 18.440 2.6 
 31.172709  103.460266     9.023   2008  5 27  3 24  6.420 2.4 
 31.775513  104.314762     7.855   2008  5 27  3 25 31.960 3.0 
 31.305374  103.864031    16.044   2008  5 27  3 35 13.780 2.6 
 31.505639  104.028479    13.566   2008  5 27  3 49 45.950 2.6 
 31.159433  103.466744    15.782   2008  5 27  4 16  3.350 2.1 
 31.969402  104.478709    10.575   2008  5 27  4 32  1.300 2.5 
 32.264997  104.912176    15.200   2008  5 27  4 58 32.060 3.2 
 30.734470  103.248295    11.911   2008  5 27  9  1 38.660 3.0 
 32.737145  105.577930    12.623   2008  5 27  9  2 57.980 3.4 
 31.400048  103.898689    18.247   2008  5 27  9 20 55.110 2.2 
 32.690477  105.460616    19.684   2008  5 27  9 36 38.140 3.0 
 32.240703  104.992833    15.382   2008  5 27 10 12 57.190 2.4 
 31.150253  103.597272    17.444   2008  5 27 10 26 49.520 4.2 
 31.209261  103.675747    18.690   2008  5 27 10 37 24.160 2.0 
 32.349769  105.033563    14.377   2008  5 27 10 40 31.220 3.1 
 32.115439  104.563833    15.515   2008  5 27 10 43 24.290 3.4 
 31.066352  103.322047    16.676   2008  5 27 10 49  7.620 2.7 
 31.219557  103.734304    16.939   2008  5 27 14  5 53.560 2.5 
 31.270627  103.461562    17.046   2008  5 27 14 14  3.250 4.5 
 32.524906  105.200870    12.419   2008  5 27 14 24 21.790 3.1 
 31.341509  103.708910    19.799   2008  5 27 14 25 48.930 2.6 
 31.855159  104.186826    12.758   2008  5 27 14 28  7.020 2.3 
 32.488719  105.182813     5.280   2008  5 27 14 38  5.080 2.1 
 32.337006  104.970600    16.314   2008  5 27 14 41 23.060 3.5 
 32.330376  104.971805    18.656   2008  5 27 14 41 23.200 3.8 
 31.121905  103.371515    15.114   2008  5 27 14 52 27.410 2.0 
 32.365681  104.971733    12.956   2008  5 27 15  3 23.260 2.3 
 32.512242  105.187385     9.864   2008  5 27 15  7 26.380 2.0 
 32.273299  104.918457    16.192   2008  5 27 15 10 29.880 3.1 
 31.064762  103.355779    14.306   2008  5 27 15 23 54.030 3.4 
 30.899305  103.172385    15.277   2008  5 27 15 37 43.320 3.0 
 31.260808  103.571994    18.892   2008  5 27 15 42 55.650 2.2 
 31.308009  103.784746    16.708   2008  5 27 15 47  1.160 2.6 
 31.372615  103.313009    14.049   2008  5 27 16  6 12.350 3.4 
 31.208626  103.627821    19.007   2008  5 27 16  7 42.300 2.0 
 32.728028  105.541950    13.473   2008  5 27 16  8 31.180 3.2 
 32.744332  105.587905    15.893   2008  5 27 16 19 25.110 2.5 
 31.074369  103.185380     7.968   2008  5 27 16 30  3.510 2.3 
 32.360686  105.048308    19.178   2008  5 27 16 38 16.860 3.0 
 32.568210  105.346227    11.688   2008  5 27 16 41 16.160 3.2 
 32.139835  104.602616    14.874   2008  5 27 16 46  9.480 4.3 
 30.833177  103.394139    11.218   2008  5 27 16 55  6.350 3.4 
 32.169113  104.588614    14.922   2008  5 27 16 58 27.520 3.4 
 32.264948  104.998364    12.563   2008  5 27 17  0 33.540 3.1 
 32.598230  105.396659    14.425   2008  5 27 17  8 36.890 2.3 
 31.281587  103.440608    15.728   2008  5 27 17 12  1.290 2.8 
 31.232923  103.746254    14.153   2008  5 27 17 27 36.080 3.1 
 32.695928  105.471535    20.110   2008  5 27 17 35 11.150 5.0 
 32.308757  105.007831    15.175   2008  5 27 17 41  7.070 4.0 
 31.357003  103.871113    19.138   2008  5 27 17 44 43.230 2.5 
 31.338976  103.899850    16.579   2008  5 27 17 58 19.110 2.8 
 31.279033  103.435690    15.159   2008  5 27 18  4 33.860 3.4 
 31.290314  103.500942    15.880   2008  5 27 18 29 50.820 3.2 
 31.864464  104.219049    18.241   2008  5 27 19 11 55.350 4.0 
 31.756199  104.221758    10.390   2008  5 27 19 30 11.530 3.5 
 30.942626  103.301555    14.655   2008  5 27 20 45 50.260 3.0 
 32.190683  104.596934    15.534   2008  5 27 20 57 14.930 2.7 
 31.838621  104.315884    13.190   2008  5 27 21 57  1.680 3.5 
 31.798212  104.265228     7.128   2008  5 27 23 18 59.890 3.1 
 30.937118  103.356743    13.444   2008  5 27 23 23  0.870 3.1 
 31.798175  104.316062    16.070   2008  5 27 23 55 43.410 2.5 
 31.597493  104.027093    18.618   2008  5 28  0  0 41.870 3.5 
 31.280000  103.429561    15.401   2008  5 28  0  8 40.840 2.3 
 32.525648  105.207568    15.879   2008  5 28  0 10 10.370 2.8 
 31.137518  103.465450    19.191   2008  5 28  0 38 51.390 2.3 
 31.219193  103.667990    21.176   2008  5 28  0 39 13.890 3.0 
 31.734419  104.182379    14.437   2008  5 28  0 49  2.040 3.3 
