 year month day hour minute second magnitude latitude longitude depth 
 2008  5 28 15  7 56.610    3.1    32.408100  105.001500    13.8 
 2008  5 28 15 22  9.700    3.2    32.708630  105.463000    14.9 
 2008  5 28 15 24  8.840    3.0    31.009980  103.342000    11.5 
 2008  5 28 15 37 24.460    3.3    31.345740  103.691600    17.5 
 2008  5 28 15 39 36.640    3.1    32.608250  105.391700    12.0 
 2008  5 28 15 42 52.240    3.6    30.984440  103.272500    17.6 
 2008  5 28 15 46 17.810    3.2    32.295590  104.788000    13.1 
 2008  5 28 16  1 25.320    2.6    31.010320  103.369300    14.2 
 2008  5 28 16 26 14.870    3.4    31.275210  103.679600    16.2 
 2008  5 28 16 29 52.910    3.2    31.216630  103.466800    16.5 
 2008  5 28 16 43  1.000    2.1    31.292570  103.606500    17.8 
 2008  5 28 17 29 45.840    2.5    30.904840  103.366700    14.8 
 2008  5 28 17 48  9.980    2.6    32.386500  105.051200    14.1 
 2008  5 28 17 49 49.740    2.9    31.186130  103.509900    12.4 
 2008  5 28 17 56 43.930    2.2    31.183190  103.570100     8.4 
 2008  5 28 18 16  6.070    3.0    31.921710  104.295200    16.7 
 2008  5 28 18 42 21.140    3.4    31.875820  104.172000    17.7 
 2008  5 28 19 23 43.500    3.8    31.212160  103.675100    17.3 
 2008  5 28 20 10 33.300    2.7    31.892060  104.293900    16.0 
 2008  5 28 20 44 27.630    3.1    30.942630  103.285900    16.1 
 2008  5 28 20 50 58.490    3.4    31.902520  104.323000    15.2 
 2008  5 28 21  1  2.750    3.4    31.828710  104.268000    11.8 
 2008  5 28 21 30 54.160    3.4    32.375280  104.975400    18.1 
 2008  5 28 21 34 52.150    2.8    31.459540  103.906100    15.9 
 2008  5 28 23 13 56.530    3.0    31.434805  103.911132    20.1 
 2008  5 28 23 44  6.720    2.8    32.565210  105.241300    16.0 
 2008  5 29  0 16 55.170    2.8    31.277110  103.673700    15.4 
 2008  5 29  0 59 42.880    2.7    32.630910  105.336800    14.7 
 2008  5 29  1  7 29.570    3.3    30.985660  103.382200     6.7 
 2008  5 29  1 28 47.590    2.8    31.418230  103.906700    13.2 
 2008  5 29  1 47 10.570     .0    32.561440  105.286900    13.9 
 2008  5 29  2  2 22.370     .0    32.394160  105.012600    16.1 
 2008  5 29  2 12 49.960    3.6    31.414980  103.893400    16.4 
 2008  5 29  2 24 45.110    2.9    32.277680  104.877300    14.5 
 2008  5 29  2 27 11.400    3.3    32.177180  104.582600    15.7 
 2008  5 29  3 18 14.290    2.9    31.095580  103.531900    11.9 
 2008  5 29  3 19  4.640    3.1    31.409230  103.896600    16.4 
 2008  5 29  4 29 42.800    3.2    32.592540  105.329600    15.1 
 2008  5 29  4 54 45.050    3.3    31.151670  103.466100     5.2 
 2008  5 29  5  1 25.300    3.0    32.318700  104.865700    15.2 
 2008  5 29  5 11  4.280    3.8    31.002730  103.171700    17.3 
 2008  5 29  5 26  8.490    3.0    32.390010  104.724100    17.8 
 2008  5 29  5 47 15.000    3.8    32.490470  105.154900    16.4 
 2008  5 29  5 51 47.170    2.4    31.662120  104.062700     8.4 
 2008  5 29  5 59  8.310    2.9    31.189540  103.506800    13.0 
 2008  5 29  6 43 39.610    2.8    31.864740  104.178100    10.8 
 2008  5 29  7 10  2.670    2.5    31.304590  103.651800    15.6 
 2008  5 29  7 35 12.300    2.4    31.483130  103.951900    14.6 
 2008  5 29  7 48 25.620    2.6    31.210670  103.601900    12.9 
 2008  5 29  8 27 41.390    3.2    32.791130  105.445900    10.6 
 2008  5 29  8 33 56.740    3.0    32.409410  105.019600    16.7 
 2008  5 29  8 56 21.860    3.3    32.020580  104.038900    17.4 
 2008  5 29  9  4 13.440    3.2    31.113410  103.621300    13.9 
 2008  5 29  9 26  2.480    2.9    32.245410  104.926300    14.6 
 2008  5 29 10 14  1.170    3.1    31.003450  103.366600    12.3 
 2008  5 29 11  1 41.950    2.8    31.284670  103.700000    13.2 
 2008  5 29 11 13 44.540    3.1    31.149700  103.469800    14.1 
 2008  5 29 11 39 31.680    3.4    32.436270  105.149300    17.9 
 2008  5 29 11 45 27.020    3.0    32.377910  105.003400    16.2 
 2008  5 29 12 23 49.450    3.6    31.770480  104.331900     9.6 
 2008  5 29 12 34 12.550     .0    31.791310  103.979500    14.9 
 2008  5 29 12 47 29.610    2.3    32.331180  104.985200     8.3 
 2008  5 29 13  2 24.950    2.6    31.946040  104.039700    14.5 
 2008  5 29 13  9  5.710    2.4    31.024300  103.179800    17.3 
 2008  5 29 13 31 16.490    2.9    31.155590  103.300500    16.7 
 2008  5 29 13 45 27.860    2.3    32.788330  105.580500    15.9 
 2008  5 29 13 55 23.730    3.4    32.470270  105.136000    15.0 
 2008  5 29 14 10 31.200    2.4    31.259640  103.614000    13.6 
 2008  5 29 14 37 25.990    3.0    31.812260  104.269600     7.7 
 2008  5 29 15 10 20.990    4.7    31.371440  103.699600    18.1 
 2008  5 29 15 15 10.680    3.1    32.768060  105.582600    16.5 
 2008  5 29 15 39 20.950    3.2    31.243520  103.637200    13.1 
 2008  5 29 16 13  8.060    2.7    31.513610  103.913100    15.3 
 2008  5 29 16 38 56.160    2.8    31.821090  104.344600     8.8 
 2008  5 29 17 20 40.180    3.0    31.358480  103.770400    16.2 
 2008  5 29 18  3 34.200    2.8    31.974410  104.439400    13.7 
 2008  5 29 18 27 10.430    2.9    32.777230  105.583300    16.8 
 2008  5 29 18 31 52.230    2.9    32.775890  105.592700    16.7 
 2008  5 29 19 12 16.760    2.9    31.256200  103.518300    13.6 
 2008  5 29 19 33 56.070    3.3    32.716410  105.410400    17.5 
 2008  5 29 19 38 30.420    2.8    32.545690  105.196200    16.0 
 2008  5 29 19 59  8.210    2.9    31.345320  103.407000    10.7 
 2008  5 29 20  7 34.140    2.6    31.343830  103.706400    16.3 
 2008  5 29 20 17 12.620    2.7    31.300820  103.622200    15.4 
 2008  5 29 21  2  1.290    2.1    31.907590  104.303800    14.3 
 2008  5 29 22  8 54.240    3.0    30.833740  103.430400     3.0 
 2008  5 29 23 36 45.710    2.9    30.763190  103.223800    17.6 
 2008  5 30  1 20 28.580    3.0    31.287150  103.473100    12.7 
 2008  5 30  1 48 51.100    3.1    32.555360  105.197900    17.8 
 2008  5 30  2  5  8.080    2.0    31.445220  103.918400    16.2 
 2008  5 30  2 28 10.990    3.2    31.154390  103.504600    13.6 
 2008  5 30  2 40 14.910    2.3    31.205550  103.462000    13.6 
 2008  5 30  2 45 37.280    3.1    32.323180  104.882600    18.5 
 2008  5 30  2 55  5.740    2.8    30.831350  103.271800    16.2 
 2008  5 30  2 58  7.950    2.1    31.315020  103.440300    13.6 
 2008  5 30  3  1 58.650    2.4    31.664920  104.067300    14.6 
 2008  5 30  3  3 26.210    3.0    31.429080  103.823200    17.7 
 2008  5 30  3  4  6.870    3.7    32.386100  104.991500    16.0 
 2008  5 30  3 12 23.520    2.7    32.429350  105.077500    12.9 
 2008  5 30  3 19 49.320    3.8    31.555790  104.041400    15.9 
 2008  5 30  3 22 40.400    2.4    31.336620  103.737800    10.0 
 2008  5 30  3 36 14.780    2.2    31.388850  103.322100    12.5 
 2008  5 30  3 54 25.860    2.5    31.328990  103.711600    15.2 
 2008  5 30  4  0 13.660    3.1    31.271600  103.576000    15.2 
 2008  5 30  4 15 35.180    3.1    32.142070  104.587400    14.3 
 2008  5 30  4 35 52.630    3.2    31.415150  103.829200    17.7 
 2008  5 30  4 40  7.230    4.0    32.417670  105.173500    18.4 
 2008  5 30  4 48 56.380    3.8    31.156150  103.352000    19.0 
 2008  5 30  5 50 42.760    4.0    31.832740  104.352700    13.8 
 2008  5 30  5 57  2.900    3.2    32.416780  105.178900    17.4 
 2008  5 30  6 18 17.460    2.8    31.037900  103.234500    15.2 
 2008  5 30  6 46 48.960    3.1    31.688100  104.064500    11.8 
 2008  5 30  6 58  3.120    3.9    32.492290  105.163100    15.9 
 2008  5 30  7 12 19.600    3.9    31.480620  103.949800    14.7 
 2008  5 30  7 50 59.530    3.8    32.789180  105.584600    16.4 
 2008  5 30  8  0 26.690    3.0    31.186440  103.327000     9.5 
 2008  5 30  8  3 15.470    2.1    32.057380  104.539100    14.2 
 2008  5 30  8 42  9.230    2.2    31.359420  103.817100    15.2 
 2008  5 30  8 47 43.340    2.3    32.478890  105.131000    17.5 
 2008  5 30  8 58 22.290    3.4    32.599900  105.378800    11.9 
 2008  5 30  9 34 40.280    2.5    31.059810  103.415100     5.2 
 2008  5 30  9 35 56.570    2.7    31.306590  103.802100    15.0 
 2008  5 30 10 23 41.210    2.8    31.908770  104.287800    16.5 
 2008  5 30 10 39 44.580    2.7    31.189580  103.627500    12.3 
 2008  5 30 10 48 38.360    2.1    31.004970  103.436400    13.3 
 2008  5 30 11 18 53.700    2.2    31.440360  103.829900    17.8 
 2008  5 30 11 24 49.460    2.9    31.410080  103.902100    14.9 
 2008  5 30 11 29 36.400    2.3    31.260110  103.690000    12.9 
 2008  5 30 11 46  7.050    2.3    31.892150  104.281300    16.9 
 2008  5 30 11 50 52.470    3.9    32.415280  105.017500    12.8 
 2008  5 30 11 54 30.670    3.0    32.596830  105.276900    11.2 
 2008  5 30 12  2 32.370    2.9    32.767480  105.584100    16.8 
 2008  5 30 12 11 50.820    3.5    31.284690  103.764400    18.7 
 2008  5 30 12 16  6.670    3.1    32.725470  105.410500    20.0 
 2008  5 30 12 19  3.550    2.9    31.102440  103.344000    16.0 
 2008  5 30 12 31 17.080    2.7    32.213070  104.583900    16.7 
 2008  5 30 13 52 53.520    3.1    32.496140  105.102000    15.2 
 2008  5 30 14 31 53.800    3.4    31.538810  104.139500    17.2 
 2008  5 30 14 42 37.770    3.1    31.391910  103.310500    15.9 
 2008  5 30 15 15  2.340    3.1    32.286180  104.828300    18.9 
 2008  5 30 15 21 11.070    3.1    32.385730  104.739400    18.5 
 2008  5 30 15 36 28.540    2.8    31.274690  103.543500    17.8 
 2008  5 30 15 41 18.210    3.3    32.723700  105.413900    18.2 
 2008  5 30 15 58  8.170    3.2    31.826720  104.315500    11.2 
 2008  5 30 16  8 41.420    2.2    31.784680  104.223400    16.9 
 2008  5 30 16 27 20.100    2.3    31.650760  104.053600    13.7 
 2008  5 30 16 41 30.640    3.0    31.297620  103.424300    10.3 
 2008  5 30 16 58   .810    2.8    31.721760  104.104200    15.1 
 2008  5 30 16 59 59.560    4.0    31.785080  104.296500     8.1 
 2008  5 30 17  8 30.320    3.5    32.239850  104.808200    13.3 
 2008  5 30 18 10   .870    2.4    31.537960  104.028500    11.9 
 2008  5 30 18 29 50.460    2.9    32.270920  104.989000    14.3 
 2008  5 30 18 41 42.440    2.6    31.800750  104.266700     9.5 
 2008  5 30 18 42 49.130    2.8    31.224510  103.360700    15.7 
 2008  5 30 18 50   .570    2.9    31.933140  104.279000    11.3 
 2008  5 30 18 56 20.550    2.1    31.307770  103.525700    14.2 
 2008  5 30 19 11 18.770    3.4    31.780640  104.264200    12.0 
 2008  5 30 19 25 44.570    2.2    31.287310  103.553000    13.1 
 2008  5 30 19 38 56.840    2.2    31.047910  103.378500    14.7 
 2008  5 30 19 48 25.380    2.5    31.297890  103.426800     6.1 
 2008  5 30 19 57 51.040    4.2    32.437130  105.101400    14.5 
 2008  5 30 22 20 29.770    3.3    31.033260  103.228200    17.4 
 2008  5 30 23 33  7.950    3.5    31.347760  103.578300    11.3 
 2008  5 30 23 50 35.390    3.1    32.133650  104.598300    16.2 
 2008  5 30 23 55 49.780    3.6    31.223560  103.450500    13.2 
 2008  5 31  0 50 45.200    3.0    32.286620  104.871600    15.3 
 2008  5 31  0 59 46.970    3.2    32.335560  105.052100    15.6 
 2008  5 31  1  5 36.910    3.1    31.300050  103.646600    16.0 
 2008  5 31  1 13 36.840    2.8    31.044750  103.196900    19.4 
 2008  5 31  1 47 49.840    2.8    30.882780  103.278100    16.4 
 2008  5 31  2 35  4.500    2.7    31.295000  103.739400    14.9 
 2008  5 31  2 41 42.560    3.0    32.537040  105.151100    16.4 
 2008  5 31  2 48 35.930    2.9    32.545830  105.154300    15.6 
 2008  5 31  3  6 47.500    3.0    31.251700  103.539700    16.0 
 2008  5 31  3 13 28.210    3.2    31.709280  104.104000    14.9 
 2008  5 31  3 19 32.280    2.9    32.324500  104.912800    15.8 
 2008  5 31  3 31 44.030    2.7    31.435460  103.753300    19.8 
 2008  5 31  3 49 14.270    3.4    32.068790  104.424300    13.2 
 2008  5 31  4  8 26.990    2.7    30.963740  103.329800    14.4 
 2008  5 31  4 15 50.830    2.7    31.245680  103.680400    14.9 
 2008  5 31  4 28 56.260    2.2    30.983710  103.305000    14.9 
 2008  5 31  4 29 47.430    3.7    32.575760  105.188000    16.7 
 2008  5 31  4 53 30.520    3.2    32.701960  105.429300    13.4 
 2008  5 31  5  3 33.860    2.3    31.840970  104.331200    10.6 
 2008  5 31  5  8 44.520    2.3    31.626420  104.109800    12.3 
 2008  5 31  5 17 47.350    2.4    32.388120  105.021500    15.6 
 2008  5 31  5 18 53.070    2.5    31.331520  103.186600     7.7 
 2008  5 31  5 22   .960    2.6    32.479030  105.155900    15.4 
 2008  5 31  5 53 30.010    2.1    32.106790  104.470800    14.3 
 2008  5 31  6  5 55.180     .0    32.375560  105.053700    16.4 
 2008  5 31  6 13 56.180    2.6    32.187990  104.743900     4.6 
 2008  5 31  6 16 44.110    2.2    30.933990  103.332000    14.0 
 2008  5 31  6 32 44.930    2.6    31.837540  104.322000     9.6 
 2008  5 31  6 38 21.670     .0    31.147160  103.523500     6.2 
 2008  5 31  6 39 16.010    2.4    31.296830  103.545800    12.8 
 2008  5 31  6 41 32.770    2.4    32.148620  104.586700    11.1 
 2008  5 31  6 46 46.700    3.0    31.538490  103.925100    16.5 
 2008  5 31  7  2 24.930    2.8    31.020290  103.390400     4.9 
 2008  5 31  7 28 58.450    2.7    32.182080  104.644800    10.0 
 2008  5 31  7 33 26.650    3.2    31.324060  103.579000    14.2 
 2008  5 31  7 40 11.220    2.2    31.021900  103.340600    11.9 
 2008  5 31  7 45 23.950    2.7    31.799810  104.242400    10.1 
 2008  5 31  8 12 26.880    2.9    32.557200  105.261900     8.3 
 2008  5 31  9 36 40.530    2.9    31.912540  104.390100    10.2 
 2008  5 31  9 40 41.210    3.0    31.829020  104.274300    12.4 
 2008  5 31  9 49 21.370    3.5    31.867650  104.155400    15.2 
 2008  5 31  9 54  8.270    2.8    32.391570  105.035500    14.5 
 2008  5 31 10  7 39.950     .0    31.843020  104.126600    15.2 
 2008  5 31 10 11 47.260    2.8    32.310940  104.904000    15.6 
 2008  5 31 11  3 23.180    2.8    30.896320  103.389300    14.2 
 2008  5 31 11  9 19.790    3.2    30.923880  103.346500    15.3 
 2008  5 31 11 28 16.680    2.8    32.783600  105.570900    15.7 
 2008  5 31 11 34   .900    3.1    31.234220  103.621200    14.3 
 2008  5 31 11 59 49.090    3.3    31.303890  103.533100    10.0 
 2008  5 31 12 34 40.870    2.0    31.339630  103.490800    15.9 
 2008  5 31 12 37 59.430    2.5    31.619510  104.045600    12.9 
 2008  5 31 13  8 36.540    2.5    31.238750  103.582000    12.9 
 2008  5 31 13 12 53.000    2.9    31.240930  103.587400    14.5 
 2008  5 31 13 35  5.870    2.4    31.553970  103.905900    16.0 
 2008  5 31 13 40 11.880    3.0    31.197010  103.437700     9.7 
 2008  5 31 13 54  7.610    2.9    31.479760  103.921300    14.6 
 2008  5 31 14 22 40.880    4.4    32.419550  105.012200    20.9 
 2008  5 31 14 45 32.510    2.8    31.451210  103.872600    12.8 
 2008  5 31 15 18 32.380    2.8    32.402340  105.024000    15.5 
 2008  5 31 15 32 46.250    3.7    31.306530  103.413400    12.7 
 2008  5 31 16 27 27.040    2.9    31.699880  104.089000    15.2 
 2008  5 31 17 11 43.260    2.9    32.464780  105.149200    15.9 
 2008  5 31 17 13  5.190    2.9    31.296710  103.641500    17.2 
 2008  5 31 17 54 39.250    2.8    31.069470  103.388400    10.2 
 2008  5 31 18  8  4.200     .0    32.004600  104.514000    13.5 
 2008  5 31 18  9 33.280    3.0    32.493400  105.171600    11.1 
 2008  5 31 20  3 26.030    2.6    31.232730  103.617900    14.4 
 2008  5 31 20 20 39.330    2.9    32.792260  105.593600    15.2 
 2008  5 31 20 26 49.730    2.2    32.705990  105.396900     9.0 
 2008  5 31 20 29 36.240    2.2    31.425630  103.826800    14.9 
 2008  5 31 20 47 29.360    2.1    30.954970  103.104600    14.9 
 2008  5 31 20 53 33.750    3.4    31.232240  103.626400    14.5 
 2008  5 31 21  5 22.900    2.2    31.268230  103.553600    10.0 
 2008  5 31 21 18 31.840    2.3    31.292320  103.786100    15.3 
 2008  5 31 21 41 47.310    2.2    31.298270  103.547100     9.7 
 2008  5 31 22  7 21.120    2.5    31.206030  103.453800    11.6 
 2008  5 31 22  8 51.690    2.6    31.646730  104.108100    16.8 
 2008  5 31 22 30 52.130    2.2    31.270440  103.498300    12.1 
 2008  5 31 22 38 26.860    2.0    31.835020  104.287400    10.2 
 2008  5 31 23  6 51.780    3.6    31.818150  104.103100    15.9 
 2008  5 31 23 26 36.770    3.6    32.562500  105.195900    14.6 
 2008  5 31 23 32  6.940    2.3    32.468270  105.070300    16.0 
 2008  5 31 23 33 34.300    2.4    31.196870  103.465700     9.6 
 2008  5 31 23 34 54.760    2.6    31.357610  103.138400    14.8 
 2008  5 31 23 39  8.610    3.6    31.156120  103.429900    13.3 
 2008  5 31 23 40 21.760    3.1    31.259650  103.561800    10.3 
 2008  5 31 23 44 30.420    2.2    31.208760  103.596200    11.8 
 2008  5 31 23 48 18.500    2.4    32.104860  104.639200    14.4 
 2008  6  1  0 15  9.660    2.1    31.294560  103.561900    17.2 
 2008  6  1  0 29 32.110    2.5    31.352140  103.680100    17.6 
 2008  6  1  0 31 44.700    2.3    31.470050  104.064800    14.5 
 2008  6  1  0 33 19.060    2.1    32.005470  104.436600    14.1 
 2008  6  1  0 43 32.410    2.7    31.407320  103.809700    17.4 
 2008  6  1  1  2 56.260     .0    30.947480  103.291500    15.7 
 2008  6  1  1 31 13.400    3.2    30.851300  103.266700    17.9 
 2008  6  1  1 36 26.290    2.1    31.824570  104.264300    11.4 
 2008  6  1  2 20 37.070    3.0    31.948830  104.271400    16.2 
 2008  6  1  2 35 19.630    2.8    32.616530  105.229700    13.7 
 2008  6  1  3  2 21.200    3.0    32.469280  105.131800    14.0 
 2008  6  1  4  0  7.260    2.7    32.395820  105.206900    11.7 
 2008  6  1  4  4  8.090    2.8    31.199000  103.629600     9.1 
 2008  6  1  4 21 23.170    2.3    31.209010  103.686200    14.1 
 2008  6  1  4 37 45.970    2.9    32.419990  105.055800     9.0 
 2008  6  1  4 42  2.900    2.5    32.265530  104.915100    14.7 
 2008  6  1  4 46 23.670    2.7    32.451340  105.047900    12.5 
 2008  6  1  4 57 50.860    3.0    30.958980  103.380100    13.0 
 2008  6  1  4 59 21.730    2.8    32.200990  104.619200    16.0 
 2008  6  1  5 13 11.130    2.2    31.883270  104.304300     6.9 
 2008  6  1  5 23 24.500    3.1    32.409650  105.054700    14.9 
 2008  6  1  5 34  3.220    3.6    31.290900  103.468200    11.8 
 2008  6  1  5 38  3.440    2.1    31.291990  103.462800     9.4 
 2008  6  1  5 53 31.540    3.2    32.459240  105.166100    17.2 
 2008  6  1  6 53 38.260    3.0    31.191160  103.445700     9.3 
 2008  6  1  7 16 17.450    4.1    31.259270  103.588500    17.8 
 2008  6  1  7 40 30.100    3.6    32.362400  104.961300    17.8 
 2008  6  1  8  6  2.060    2.8    32.336830  104.963600    13.6 
 2008  6  1  8 22  3.770    2.8    31.451120  103.874600    15.8 
 2008  6  1  8 23 30.550    3.0    31.802030  104.293100    13.3 
 2008  6  1  9 30  2.760    3.0    32.767250  105.585400    16.7 
 2008  6  1  9 51 11.740    2.8    31.218560  103.608400    10.8 
 2008  6  1 10 31 17.080    2.8    30.945330  103.411500    10.8 
 2008  6  1 10 53  8.370    2.8    31.074420  103.325600     9.4 
 2008  6  1 11 23 57.630    4.5    31.637080  103.978300    18.6 
 2008  6  1 11 29 57.690     .0    32.116090  104.200500    14.0 
 2008  6  1 12 21 28.800    2.8    30.833510  103.327500    15.4 
 2008  6  1 12 36 19.620    2.1    32.149810  104.578600    12.4 
 2008  6  1 12 43  5.320    2.4    31.002010  103.322800    12.7 
 2008  6  1 13  1 41.340    2.7    32.296550  104.865100    13.0 
 2008  6  1 13  5 18.590    3.3    31.236440  103.425800    17.5 
 2008  6  1 13 15 51.720    2.4    31.258870  103.450700    10.0 
 2008  6  1 13 20 10.890    3.7    31.590600  104.055200    17.0 
 2008  6  1 13 33 40.780     .0    31.342970  103.370700    10.3 
 2008  6  1 13 49 38.270    3.6    32.681160  105.422400    13.3 
 2008  6  1 13 58 50.330    2.7    31.251950  103.619600    14.2 
 2008  6  1 14 37  4.900    3.2    32.549940  105.195600    17.6 
 2008  6  1 15 54 43.530    3.6    32.137620  104.627700    16.1 
 2008  6  1 16 22 13.500    2.9    31.868590  104.133300    15.5 
 2008  6  1 16 57 55.410    2.9    30.864950  103.272900    17.5 
 2008  6  1 17 53 26.050    4.0    31.315680  103.481600    13.6 
 2008  6  1 18  5  3.160    2.8    31.320150  103.474100     9.2 
 2008  6  1 18  8 17.650    2.8    32.498120  105.120800    17.2 
 2008  6  1 18 18  7.320    2.9    31.900250  104.242800    11.5 
 2008  6  1 18 20  8.340     .0    32.392040  105.013600    15.5 
 2008  6  1 18 25 23.300    3.5    32.464350  104.921000    17.7 
 2008  6  1 18 49 26.110    2.9    31.382040  103.880300    17.3 
 2008  6  1 20 23 46.920    2.3    31.330630  103.440300    10.3 
 2008  6  1 20 34 26.120    3.4    31.297060  103.561500    14.5 
 2008  6  1 20 57 12.740    2.2    32.699500  105.411800    14.7 
 2008  6  1 20 57 24.720    2.7    31.239100  103.671200    14.8 
 2008  6  1 20 59  9.030    2.2    30.673190  103.268000    13.9 
 2008  6  1 21  1 59.320    3.3    31.340770  103.353600    15.3 
 2008  6  1 21 12 21.140    2.4    31.241650  103.585600    14.7 
 2008  6  1 21 53 25.810    3.1    31.560900  103.969900    16.4 
 2008  6  1 21 59 25.250    2.3    31.404670  103.882800    16.7 
 2008  6  1 22  6 16.560    3.2    32.291690  104.968100    13.1 
 2008  6  1 22 17 50.050    2.6    32.259190  104.849700    13.2 
 2008  6  1 22 21 10.440    2.5    31.270690  103.558800    17.4 
 2008  6  1 22 27 44.910    2.3    31.264060  103.685500    15.8 
 2008  6  1 22 35 15.570    2.7    31.051690  103.430600     2.2 
 2008  6  1 22 38 17.220    3.4    31.856390  104.129600    16.4 
 2008  6  1 22 56 57.140    3.1    31.352370  103.753000    17.0 
 2008  6  1 23 20 15.020    2.3    31.314230  103.431700    10.8 
 2008  6  1 23 47 20.650    2.9    32.318180  104.918600    10.9 
 2008  6  2  0 14 52.500    3.3    32.363210  104.954200    16.3 
 2008  6  2  0 17  7.390    3.1    32.384440  105.019200    13.5 
 2008  6  2  0 26 30.140    2.1    32.005830  104.072000    15.3 
 2008  6  2  0 36 39.840    2.6    31.500260  103.915100    15.8 
 2008  6  2  1  2  7.260    3.0    32.411240  105.023700    15.3 
 2008  6  2  1 12 23.050    2.5    31.304440  103.637100    19.4 
 2008  6  2  1 39  8.590    2.9    31.027170  103.371800    10.7 
 2008  6  2  1 50 33.160    2.0    31.084540  103.276400    10.7 
 2008  6  2  2 41 22.550    2.7    31.099040  103.348000    11.5 
 2008  6  2  3  8 54.650    4.2    31.265630  103.686900    15.7 
 2008  6  2  3 21 24.840    2.9    32.650800  105.365000    18.6 
 2008  6  2  3 39 51.490    2.8    31.623770  104.042100    13.4 
 2008  6  2  3 48 10.630    3.0    31.365480  103.405300     6.4 
 2008  6  2  4  8 57.970    3.2    32.624460  105.302600    16.0 
 2008  6  2  4 27 57.930    3.4    32.237590  104.617500    15.8 
 2008  6  2  4 52 22.160    2.9    31.383600  103.729500    16.7 
 2008  6  2  5 36 18.270    3.0    31.741710  104.229300     8.7 
 2008  6  2  5 45 38.750    3.5    31.051940  103.261700    15.0 
 2008  6  2  6 31 14.620    3.2    31.374170  103.339100    12.4 
 2008  6  2  6 31 40.610     .0    32.430190  105.096800    16.0 
 2008  6  2  6 44 40.410    3.0    32.124110  104.585500    15.1 
 2008  6  2  7 46 10.890    2.8    31.670240  104.213500     7.4 
 2008  6  2  8  4 29.230    2.2    31.376310  103.767000    17.1 
 2008  6  2  8 42   .260    2.6    31.409270  103.760500    18.7 
 2008  6  2  9 36 25.860    2.0    31.042840  103.361200    10.3 
 2008  6  2  9 56 43.900    2.1    31.966710  104.251500    15.4 
 2008  6  2 10 37 50.050    3.2    31.181660  103.301400    20.2 
 2008  6  2 11  0 37.610    2.9    30.954440  103.307100    15.3 
 2008  6  2 11 40 14.910    3.3    32.307210  104.898300    15.6 
 2008  6  2 12 57 29.810    3.1    31.936650  104.288300    13.3 
 2008  6  2 13  8 41.050    3.1    32.772950  105.583200    12.8 
 2008  6  2 14 39  7.350    4.3    31.308990  103.401600    13.7 
 2008  6  2 14 46 22.190    3.0    31.217580  103.584600    10.7 
 2008  6  2 14 59 43.340    2.9    32.768250  105.583900    16.6 
 2008  6  2 15  5 40.450    2.9    32.589600  105.203000    14.8 
 2008  6  2 15 18 27.000    3.5    32.679860  105.423100    12.7 
 2008  6  2 16  9 28.050    2.1    31.272120  103.599400    14.7 
 2008  6  2 16 34 37.160    2.0    31.373090  103.346400    11.0 
 2008  6  2 16 43 28.930    2.3    31.306040  103.537000    10.4 
 2008  6  2 17  0 39.830    3.1    32.437720  105.126200    15.0 
 2008  6  2 17  5   .310    2.1    31.884690  104.262400    15.4 
 2008  6  2 17 27 58.500    2.4    31.044690  103.384600    11.0 
 2008  6  2 18  1 14.670    3.1    32.734310  105.439700    10.5 
 2008  6  2 18  4  3.000    3.0    32.833360  105.423200    10.4 
 2008  6  2 18 34 20.240    3.8    31.559530  104.039600    17.5 
 2008  6  2 18 51 39.990    3.0    31.178720  103.469400    18.0 
 2008  6  2 19  7 22.460    3.4    31.411530  103.915500     9.6 
 2008  6  2 19 35 52.150     .0    31.762290  104.261200    11.0 
 2008  6  2 20 58 33.770     .0    31.237840  103.669000    12.2 
 2008  6  2 21 23 36.270    2.8    32.768490  105.430400    12.1 
 2008  6  2 22 15 16.290    2.9    31.007400  103.182900    15.5 
 2008  6  3  0 39 17.750    3.1    31.367970  103.839500    15.7 
 2008  6  3  1 24  1.270     .0    31.246280  103.727100    16.0 
 2008  6  3  2  8 25.570    3.4    32.474410  105.112700    16.9 
 2008  6  3  2 42 58.010    3.0    32.439380  105.115200    14.7 
 2008  6  3  3 25 23.220    3.4    30.881890  103.256800    17.3 
 2008  6  3  3 56 44.650    2.9    32.170620  104.551300    16.1 
 2008  6  3  4 13 29.210    2.4    30.990000  103.345500    12.4 
 2008  6  3  4 26 38.690    2.3    31.249150  103.646900    15.1 
 2008  6  3  4 27 46.630    3.1    31.081060  103.271300     8.0 
 2008  6  3  4 33 41.200    2.2    31.261870  103.626600    13.4 
 2008  6  3  5 12 53.540    2.1    32.275000  104.960900    14.2 
 2008  6  3  5 24  7.460    3.4    32.371570  105.003000    16.7 
 2008  6  3  5 29 51.620    3.1    31.303140  103.541700    14.7 
 2008  6  3  5 37 11.870    2.1    31.273730  103.713600    16.0 
 2008  6  3  6 21 11.920    2.1    31.207270  103.470600    14.5 
 2008  6  3  6 29 58.270    2.9    31.868260  104.380000     9.4 
 2008  6  3  6 44  2.270    3.2    32.448170  105.153100    14.6 
 2008  6  3  7 34 10.580    2.2    32.455810  105.150600    14.2 
 2008  6  3  7 35 20.960    2.2    31.038470  103.302000    12.1 
 2008  6  3  7 40 48.450    2.2    31.457200  103.892900    16.6 
